  Key      ProductID      Side   OrderID    OrderType     Price   VisibleQuantity    HiddenQuantity     ParentOrderID   IsChildOrder
 3775      912828M80       BID     T3775       MARKET     100-0          10000000                 0              NULL          FALSE
 3776      912828M80     OFFER     T3776       MARKET     100-0          10000000                 0              NULL          FALSE
 3777      912828M80       BID     T3777       MARKET     100-0          10000000                 0              NULL          FALSE
 3778      912828M80     OFFER     T3778       MARKET     100-0          10000000                 0              NULL          FALSE
 3779      912828M80       BID     T3779       MARKET     100-0          10000000                 0              NULL          FALSE
 3780      912828M80     OFFER     T3780       MARKET     100-0          10000000                 0              NULL          FALSE
 3781      912828M80       BID     T3781       MARKET     100-0          10000000                 0              NULL          FALSE
 3782      912828M80     OFFER     T3782       MARKET     100-0          10000000                 0              NULL          FALSE
 3783      912828M80       BID     T3783       MARKET     100-0          10000000                 0              NULL          FALSE
 3784      912828M80     OFFER     T3784       MARKET     100-0          10000000                 0              NULL          FALSE
 3785      912828M80       BID     T3785       MARKET     100-0          10000000                 0              NULL          FALSE
 3786      912828M80     OFFER     T3786       MARKET     100-0          10000000                 0              NULL          FALSE
 3787      912828M80       BID     T3787       MARKET     100-0          10000000                 0              NULL          FALSE
 3788      912828M80     OFFER     T3788       MARKET     100-0          10000000                 0              NULL          FALSE
 3789      912828M80       BID     T3789       MARKET     100-0          10000000                 0              NULL          FALSE
 3790      912828M80     OFFER     T3790       MARKET     100-0          10000000                 0              NULL          FALSE
 3791      912828M80       BID     T3791       MARKET     100-0          10000000                 0              NULL          FALSE
 3792      912828M80     OFFER     T3792       MARKET     100-0          10000000                 0              NULL          FALSE
 3793      912828M80       BID     T3793       MARKET     100-0          10000000                 0              NULL          FALSE
 3794      912828M80     OFFER     T3794       MARKET     100-0          10000000                 0              NULL          FALSE
 3795      912828M80       BID     T3795       MARKET     100-0          10000000                 0              NULL          FALSE
 3796      912828M80     OFFER     T3796       MARKET     100-0          10000000                 0              NULL          FALSE
 3797      912828M80       BID     T3797       MARKET     100-0          10000000                 0              NULL          FALSE
 3798      912828M80     OFFER     T3798       MARKET     100-0          10000000                 0              NULL          FALSE
 3799      912828M80       BID     T3799       MARKET     100-0          10000000                 0              NULL          FALSE
 3800      912828M80     OFFER     T3800       MARKET     100-0          10000000                 0              NULL          FALSE
 3801      912828M80       BID     T3801       MARKET     100-0          10000000                 0              NULL          FALSE
 3802      912828M80     OFFER     T3802       MARKET     100-0          10000000                 0              NULL          FALSE
 3803      912828M80       BID     T3803       MARKET     100-0          10000000                 0              NULL          FALSE
 3804      912828M80     OFFER     T3804       MARKET     100-0          10000000                 0              NULL          FALSE
 3805      912828M80       BID     T3805       MARKET     100-0          10000000                 0              NULL          FALSE
 3806      912828M80     OFFER     T3806       MARKET     100-0          10000000                 0              NULL          FALSE
 3807      912828M80       BID     T3807       MARKET     100-0          10000000                 0              NULL          FALSE
 3808      912828M80     OFFER     T3808       MARKET     100-0          10000000                 0              NULL          FALSE
 3809      912828M80       BID     T3809       MARKET     100-0          10000000                 0              NULL          FALSE
 3810      912828M80     OFFER     T3810       MARKET     100-0          10000000                 0              NULL          FALSE
 3811      912828M80       BID     T3811       MARKET     100-0          10000000                 0              NULL          FALSE
 3812      912828M80     OFFER     T3812       MARKET     100-0          10000000                 0              NULL          FALSE
 3813      912828M80       BID     T3813       MARKET     100-0          10000000                 0              NULL          FALSE
 3814      912828M80     OFFER     T3814       MARKET     100-0          10000000                 0              NULL          FALSE
 3815      912828M80       BID     T3815       MARKET     100-0          10000000                 0              NULL          FALSE
 3816      912828M80     OFFER     T3816       MARKET     100-0          10000000                 0              NULL          FALSE
 3817      912828M80       BID     T3817       MARKET     100-0          10000000                 0              NULL          FALSE
 3818      912828M80     OFFER     T3818       MARKET     100-0          10000000                 0              NULL          FALSE
 3819      912828M80       BID     T3819       MARKET     100-0          10000000                 0              NULL          FALSE
 3820      912828M80     OFFER     T3820       MARKET     100-0          10000000                 0              NULL          FALSE
 3821      912828M80       BID     T3821       MARKET     100-0          10000000                 0              NULL          FALSE
 3822      912828M80     OFFER     T3822       MARKET     100-0          10000000                 0              NULL          FALSE
 3823      912828M80       BID     T3823       MARKET     100-0          10000000                 0              NULL          FALSE
 3824      912828M80     OFFER     T3824       MARKET     100-0          10000000                 0              NULL          FALSE
 3825      912828M80       BID     T3825       MARKET     100-0          10000000                 0              NULL          FALSE
 3826      912828M80     OFFER     T3826       MARKET     100-0          10000000                 0              NULL          FALSE
 3827      912828M80       BID     T3827       MARKET     100-0          10000000                 0              NULL          FALSE
 3828      912828M80     OFFER     T3828       MARKET     100-0          10000000                 0              NULL          FALSE
 3829      912828M80       BID     T3829       MARKET     100-0          10000000                 0              NULL          FALSE
 3830      912828M80     OFFER     T3830       MARKET     100-0          10000000                 0              NULL          FALSE
 3831      912828M80       BID     T3831       MARKET     100-0          10000000                 0              NULL          FALSE
 3832      912828M80     OFFER     T3832       MARKET     100-0          10000000                 0              NULL          FALSE
 3833      912828M80       BID     T3833       MARKET     100-0          10000000                 0              NULL          FALSE
 3834      912828M80     OFFER     T3834       MARKET     100-0          10000000                 0              NULL          FALSE
 3835      912828M80       BID     T3835       MARKET     100-0          10000000                 0              NULL          FALSE
 3836      912828M80     OFFER     T3836       MARKET     100-0          10000000                 0              NULL          FALSE
 3837      912828M80       BID     T3837       MARKET     100-0          10000000                 0              NULL          FALSE
 3838      912828M80     OFFER     T3838       MARKET     100-0          10000000                 0              NULL          FALSE
 3839      912828M80       BID     T3839       MARKET     100-0          10000000                 0              NULL          FALSE
 3840      912828M80     OFFER     T3840       MARKET     100-0          10000000                 0              NULL          FALSE
 3841      912828M80       BID     T3841       MARKET     100-0          10000000                 0              NULL          FALSE
 3842      912828M80     OFFER     T3842       MARKET       99-          10000000                 0              NULL          FALSE
 3843      912828M80       BID     T3843       MARKET       99-          10000000                 0              NULL          FALSE
 3844      912828M80     OFFER     T3844       MARKET       99-          10000000                 0              NULL          FALSE
 3845      912828M80       BID     T3845       MARKET       99-          10000000                 0              NULL          FALSE
 3846      912828M80     OFFER     T3846       MARKET       99-          10000000                 0              NULL          FALSE
 3847      912828M80       BID     T3847       MARKET       99-          10000000                 0              NULL          FALSE
 3848      912828M80     OFFER     T3848       MARKET       99-          10000000                 0              NULL          FALSE
 3849      912828M80       BID     T3849       MARKET       99-          10000000                 0              NULL          FALSE
 3850      912828M80     OFFER     T3850       MARKET       99-          10000000                 0              NULL          FALSE
 3851      912828M80       BID     T3851       MARKET       99-          10000000                 0              NULL          FALSE
 3852      912828M80     OFFER     T3852       MARKET       99-          10000000                 0              NULL          FALSE
 3853      912828M80       BID     T3853       MARKET       99-          10000000                 0              NULL          FALSE
 3854      912828M80     OFFER     T3854       MARKET       99-          10000000                 0              NULL          FALSE
 3855      912828M80       BID     T3855       MARKET       99-          10000000                 0              NULL          FALSE
 3856      912828M80     OFFER     T3856       MARKET       99-          10000000                 0              NULL          FALSE
 3857      912828M80       BID     T3857       MARKET       99-          10000000                 0              NULL          FALSE
 3858      912828M80     OFFER     T3858       MARKET       99-          10000000                 0              NULL          FALSE
 3859      912828M80       BID     T3859       MARKET       99-          10000000                 0              NULL          FALSE
 3860      912828M80     OFFER     T3860       MARKET       99-          10000000                 0              NULL          FALSE
 3861      912828M80       BID     T3861       MARKET       99-          10000000                 0              NULL          FALSE
 3862      912828M80     OFFER     T3862       MARKET       99-          10000000                 0              NULL          FALSE
 3863      912828M80       BID     T3863       MARKET       99-          10000000                 0              NULL          FALSE
 3864      912828M80     OFFER     T3864       MARKET       99-          10000000                 0              NULL          FALSE
 3865      912828M80       BID     T3865       MARKET       99-          10000000                 0              NULL          FALSE
 3866      912828M80     OFFER     T3866       MARKET       99-          10000000                 0              NULL          FALSE
 3867      912828M80       BID     T3867       MARKET       99-          10000000                 0              NULL          FALSE
 3868      912828M80     OFFER     T3868       MARKET       99-          10000000                 0              NULL          FALSE
 3869      912828M80       BID     T3869       MARKET       99-          10000000                 0              NULL          FALSE
 3870      912828M80     OFFER     T3870       MARKET       99-          10000000                 0              NULL          FALSE
 3871      912828M80       BID     T3871       MARKET       99-          10000000                 0              NULL          FALSE
 3872      912828M80     OFFER     T3872       MARKET       99-          10000000                 0              NULL          FALSE
 3873      912828M80       BID     T3873       MARKET       99-          10000000                 0              NULL          FALSE
 3874      912828M80     OFFER     T3874       MARKET       99-          10000000                 0              NULL          FALSE
 3875      912828M80       BID     T3875       MARKET       99-          10000000                 0              NULL          FALSE
 3876      912828M80     OFFER     T3876       MARKET       99-          10000000                 0              NULL          FALSE
 3877      912828M80       BID     T3877       MARKET       99-          10000000                 0              NULL          FALSE
 3878      912828M80     OFFER     T3878       MARKET       99-          10000000                 0              NULL          FALSE
 3879      912828M80       BID     T3879       MARKET       99-          10000000                 0              NULL          FALSE
 3880      912828M80     OFFER     T3880       MARKET       99-          10000000                 0              NULL          FALSE
 3881      912828M80       BID     T3881       MARKET       99-          10000000                 0              NULL          FALSE
 3882      912828M80     OFFER     T3882       MARKET       99-          10000000                 0              NULL          FALSE
 3883      912828M80       BID     T3883       MARKET       99-          10000000                 0              NULL          FALSE
 3884      912828M80     OFFER     T3884       MARKET       99-          10000000                 0              NULL          FALSE
 3885      912828M80       BID     T3885       MARKET       99-          10000000                 0              NULL          FALSE
 3886      912828M80     OFFER     T3886       MARKET       99-          10000000                 0              NULL          FALSE
 3887      912828M80       BID     T3887       MARKET       99-          10000000                 0              NULL          FALSE
 3888      912828M80     OFFER     T3888       MARKET       99-          10000000                 0              NULL          FALSE
 3889      912828M80       BID     T3889       MARKET       99-          10000000                 0              NULL          FALSE
 3890      912828M80     OFFER     T3890       MARKET       99-          10000000                 0              NULL          FALSE
 3891      912828M80       BID     T3891       MARKET       99-          10000000                 0              NULL          FALSE
 3892      912828M80     OFFER     T3892       MARKET       99-          10000000                 0              NULL          FALSE
 3893      912828M80       BID     T3893       MARKET       99-          10000000                 0              NULL          FALSE
 3894      912828M80     OFFER     T3894       MARKET       99-          10000000                 0              NULL          FALSE
 3895      912828M80       BID     T3895       MARKET       99-          10000000                 0              NULL          FALSE
 3896      912828M80     OFFER     T3896       MARKET       99-          10000000                 0              NULL          FALSE
 3897      912828M80       BID     T3897       MARKET       99-          10000000                 0              NULL          FALSE
 3898      912828M80     OFFER     T3898       MARKET       99-          10000000                 0              NULL          FALSE
 3899      912828M80       BID     T3899       MARKET       99-          10000000                 0              NULL          FALSE
 3900      912828M80     OFFER     T3900       MARKET       99-          10000000                 0              NULL          FALSE
 3901      912828M80       BID     T3901       MARKET       99-          10000000                 0              NULL          FALSE
 3902      912828M80     OFFER     T3902       MARKET       99-          10000000                 0              NULL          FALSE
 3903      912828M80       BID     T3903       MARKET       99-          10000000                 0              NULL          FALSE
 3904      912828M80     OFFER     T3904       MARKET       99-          10000000                 0              NULL          FALSE
 3905      912828M80       BID     T3905       MARKET       99-          10000000                 0              NULL          FALSE
 3906      912828M80     OFFER     T3906       MARKET       99-          10000000                 0              NULL          FALSE
 3907      912828M80       BID     T3907       MARKET       99-          10000000                 0              NULL          FALSE
 3908      912828M80     OFFER     T3908       MARKET       99-          10000000                 0              NULL          FALSE
 3909      912828M80       BID     T3909       MARKET       99-          10000000                 0              NULL          FALSE
 3910      912828M80     OFFER     T3910       MARKET       99-          10000000                 0              NULL          FALSE
 3911      912828M80       BID     T3911       MARKET       99-          10000000                 0              NULL          FALSE
 3912      912828M80     OFFER     T3912       MARKET       99-          10000000                 0              NULL          FALSE
 3913      912828M80       BID     T3913       MARKET       99-          10000000                 0              NULL          FALSE
 3914      912828M80     OFFER     T3914       MARKET       99-          10000000                 0              NULL          FALSE
 3915      912828M80       BID     T3915       MARKET       99-          10000000                 0              NULL          FALSE
 3916      912828M80     OFFER     T3916       MARKET       99-          10000000                 0              NULL          FALSE
 3917      912828M80       BID     T3917       MARKET       99-          10000000                 0              NULL          FALSE
 3918      912828M80     OFFER     T3918       MARKET       99-          10000000                 0              NULL          FALSE
 3919      912828M80       BID     T3919       MARKET       99-          10000000                 0              NULL          FALSE
 3920      912828M80     OFFER     T3920       MARKET       99-          10000000                 0              NULL          FALSE
 3921      912828M80       BID     T3921       MARKET       99-          10000000                 0              NULL          FALSE
 3922      912828M80     OFFER     T3922       MARKET       99-          10000000                 0              NULL          FALSE
 3923      912828M80       BID     T3923       MARKET       99-          10000000                 0              NULL          FALSE
 3924      912828M80     OFFER     T3924       MARKET       99-          10000000                 0              NULL          FALSE
 3925      912828M80       BID     T3925       MARKET       99-          10000000                 0              NULL          FALSE
 3926      912828M80     OFFER     T3926       MARKET       99-          10000000                 0              NULL          FALSE
 3927      912828M80       BID     T3927       MARKET       99-          10000000                 0              NULL          FALSE
 3928      912828M80     OFFER     T3928       MARKET       99-          10000000                 0              NULL          FALSE
 3929      912828M80       BID     T3929       MARKET       99-          10000000                 0              NULL          FALSE
 3930      912828M80     OFFER     T3930       MARKET       99-          10000000                 0              NULL          FALSE
 3931      912828M80       BID     T3931       MARKET       99-          10000000                 0              NULL          FALSE
 3932      912828M80     OFFER     T3932       MARKET       99-          10000000                 0              NULL          FALSE
 3933      912828M80       BID     T3933       MARKET       99-          10000000                 0              NULL          FALSE
 3934      912828M80     OFFER     T3934       MARKET       99-          10000000                 0              NULL          FALSE
 3935      912828M80       BID     T3935       MARKET       99-          10000000                 0              NULL          FALSE
 3936      912828M80     OFFER     T3936       MARKET       99-          10000000                 0              NULL          FALSE
 3937      912828M80       BID     T3937       MARKET       99-          10000000                 0              NULL          FALSE
 3938      912828M80     OFFER     T3938       MARKET       99-          10000000                 0              NULL          FALSE
 3939      912828M80       BID     T3939       MARKET       99-          10000000                 0              NULL          FALSE
 3940      912828M80     OFFER     T3940       MARKET       99-          10000000                 0              NULL          FALSE
 3941      912828M80       BID     T3941       MARKET       99-          10000000                 0              NULL          FALSE
 3942      912828M80     OFFER     T3942       MARKET       99-          10000000                 0              NULL          FALSE
 3943      912828M80       BID     T3943       MARKET       99-          10000000                 0              NULL          FALSE
 3944      912828M80     OFFER     T3944       MARKET       99-          10000000                 0              NULL          FALSE
 3945      912828M80       BID     T3945       MARKET       99-          10000000                 0              NULL          FALSE
 3946      912828M80     OFFER     T3946       MARKET       99-          10000000                 0              NULL          FALSE
 3947      912828M80       BID     T3947       MARKET       99-          10000000                 0              NULL          FALSE
 3948      912828M80     OFFER     T3948       MARKET       99-          10000000                 0              NULL          FALSE
 3949      912828M80       BID     T3949       MARKET       99-          10000000                 0              NULL          FALSE
 3950      912828M80     OFFER     T3950       MARKET       99-          10000000                 0              NULL          FALSE
 3951      912828M80       BID     T3951       MARKET       99-          10000000                 0              NULL          FALSE
 3952      912828M80     OFFER     T3952       MARKET       99-          10000000                 0              NULL          FALSE
 3953      912828M80       BID     T3953       MARKET       99-          10000000                 0              NULL          FALSE
 3954      912828M80     OFFER     T3954       MARKET       99-          10000000                 0              NULL          FALSE
 3955      912828M80       BID     T3955       MARKET       99-          10000000                 0              NULL          FALSE
 3956      912828M80     OFFER     T3956       MARKET       99-          10000000                 0              NULL          FALSE
 3957      912828M80       BID     T3957       MARKET       99-          10000000                 0              NULL          FALSE
 3958      912828M80     OFFER     T3958       MARKET       99-          10000000                 0              NULL          FALSE
 3959      912828M80       BID     T3959       MARKET       99-          10000000                 0              NULL          FALSE
 3960      912828M80     OFFER     T3960       MARKET       99-          10000000                 0              NULL          FALSE
 3961      912828M80       BID     T3961       MARKET       99-          10000000                 0              NULL          FALSE
 3962      912828M80     OFFER     T3962       MARKET       99-          10000000                 0              NULL          FALSE
 3963      912828M80       BID     T3963       MARKET       99-          10000000                 0              NULL          FALSE
 3964      912828M80     OFFER     T3964       MARKET       99-          10000000                 0              NULL          FALSE
 3965      912828M80       BID     T3965       MARKET       99-          10000000                 0              NULL          FALSE
 3966      912828M80     OFFER     T3966       MARKET       99-          10000000                 0              NULL          FALSE
 3967      912828M80       BID     T3967       MARKET       99-          10000000                 0              NULL          FALSE
 3968      912828M80     OFFER     T3968       MARKET       99-          10000000                 0              NULL          FALSE
 3969      912828M80       BID     T3969       MARKET       99-          10000000                 0              NULL          FALSE
 3970      912828M80     OFFER     T3970       MARKET       99-          10000000                 0              NULL          FALSE
 3971      912828M80       BID     T3971       MARKET       99-          10000000                 0              NULL          FALSE
 3972      912828M80     OFFER     T3972       MARKET       99-          10000000                 0              NULL          FALSE
 3973      912828M80       BID     T3973       MARKET       99-          10000000                 0              NULL          FALSE
 3974      912828M80     OFFER     T3974       MARKET       99-          10000000                 0              NULL          FALSE
 3975      912828M80       BID     T3975       MARKET       99-          10000000                 0              NULL          FALSE
 3976      912828M80     OFFER     T3976       MARKET       99-          10000000                 0              NULL          FALSE
 3977      912828M80       BID     T3977       MARKET       99-          10000000                 0              NULL          FALSE
 3978      912828M80     OFFER     T3978       MARKET       99-          10000000                 0              NULL          FALSE
 3979      912828M80       BID     T3979       MARKET       99-          10000000                 0              NULL          FALSE
 3980      912828M80     OFFER     T3980       MARKET       99-          10000000                 0              NULL          FALSE
 3981      912828M80       BID     T3981       MARKET       99-          10000000                 0              NULL          FALSE
 3982      912828M80     OFFER     T3982       MARKET       99-          10000000                 0              NULL          FALSE
 3983      912828M80       BID     T3983       MARKET       99-          10000000                 0              NULL          FALSE
 3984      912828M80     OFFER     T3984       MARKET       99-          10000000                 0              NULL          FALSE
 3985      912828M80       BID     T3985       MARKET       99-          10000000                 0              NULL          FALSE
 3986      912828M80     OFFER     T3986       MARKET       99-          10000000                 0              NULL          FALSE
 3987      912828M80       BID     T3987       MARKET       99-          10000000                 0              NULL          FALSE
 3988      912828M80     OFFER     T3988       MARKET       99-          10000000                 0              NULL          FALSE
 3989      912828M80       BID     T3989       MARKET       99-          10000000                 0              NULL          FALSE
 3990      912828M80     OFFER     T3990       MARKET       99-          10000000                 0              NULL          FALSE
 3991      912828M80       BID     T3991       MARKET       99-          10000000                 0              NULL          FALSE
 3992      912828M80     OFFER     T3992       MARKET       99-          10000000                 0              NULL          FALSE
 3993      912828M80       BID     T3993       MARKET       99-          10000000                 0              NULL          FALSE
 3994      912828M80     OFFER     T3994       MARKET       99-          10000000                 0              NULL          FALSE
 3995      912828M80       BID     T3995       MARKET       99-          10000000                 0              NULL          FALSE
 3996      912828M80     OFFER     T3996       MARKET       99-          10000000                 0              NULL          FALSE
 3997      912828M80       BID     T3997       MARKET       99-          10000000                 0              NULL          FALSE
 3998      912828M80     OFFER     T3998       MARKET       99-          10000000                 0              NULL          FALSE
 3999      912828M80       BID     T3999       MARKET       99-          10000000                 0              NULL          FALSE
 4000      912828M80     OFFER     T4000       MARKET       99-          10000000                 0              NULL          FALSE
 4001      912828M80       BID     T4001       MARKET       99-          10000000                 0              NULL          FALSE
 4002      912828M80     OFFER     T4002       MARKET       99-          10000000                 0              NULL          FALSE
 4003      912828M80       BID     T4003       MARKET       99-          10000000                 0              NULL          FALSE
 4004      912828M80     OFFER     T4004       MARKET       99-          10000000                 0              NULL          FALSE
 4005      912828M80       BID     T4005       MARKET       99-          10000000                 0              NULL          FALSE
 4006      912828M80     OFFER     T4006       MARKET       99-          10000000                 0              NULL          FALSE
 4007      912828M80       BID     T4007       MARKET       99-          10000000                 0              NULL          FALSE
 4008      912828M80     OFFER     T4008       MARKET       99-          10000000                 0              NULL          FALSE
 4009      912828M80       BID     T4009       MARKET       99-          10000000                 0              NULL          FALSE
 4010      912828M80     OFFER     T4010       MARKET       99-          10000000                 0              NULL          FALSE
 4011      912828M80       BID     T4011       MARKET       99-          10000000                 0              NULL          FALSE
 4012      912828M80     OFFER     T4012       MARKET       99-          10000000                 0              NULL          FALSE
 4013      912828M80       BID     T4013       MARKET       99-          10000000                 0              NULL          FALSE
 4014      912828M80     OFFER     T4014       MARKET       99-          10000000                 0              NULL          FALSE
 4015      912828M80       BID     T4015       MARKET       99-          10000000                 0              NULL          FALSE
 4016      912828M80     OFFER     T4016       MARKET       99-          10000000                 0              NULL          FALSE
 4017      912828M80       BID     T4017       MARKET       99-          10000000                 0              NULL          FALSE
 4018      912828M80     OFFER     T4018       MARKET      99-0          10000000                 0              NULL          FALSE
 4019      912828M80       BID     T4019       MARKET      99-0          10000000                 0              NULL          FALSE
 4020      912828M80     OFFER     T4020       MARKET      99-0          10000000                 0              NULL          FALSE
 4021      912828M80       BID     T4021       MARKET      99-0          10000000                 0              NULL          FALSE
 4022      912828M80     OFFER     T4022       MARKET      99-0          10000000                 0              NULL          FALSE
 4023      912828M80       BID     T4023       MARKET      99-0          10000000                 0              NULL          FALSE
 4024      912828M80     OFFER     T4024       MARKET      99-0          10000000                 0              NULL          FALSE
 4025      912828M80       BID     T4025       MARKET      99-0          10000000                 0              NULL          FALSE
 4026      912828M80     OFFER     T4026       MARKET      99-0          10000000                 0              NULL          FALSE
 4027      912828M80       BID     T4027       MARKET      99-0          10000000                 0              NULL          FALSE
 4028      912828M80     OFFER     T4028       MARKET      99-0          10000000                 0              NULL          FALSE
 4029      912828M80       BID     T4029       MARKET      99-0          10000000                 0              NULL          FALSE
 4030      912828M80     OFFER     T4030       MARKET      99-0          10000000                 0              NULL          FALSE
 4031      912828M80       BID     T4031       MARKET      99-0          10000000                 0              NULL          FALSE
 4032      912828M80     OFFER     T4032       MARKET      99-0          10000000                 0              NULL          FALSE
 4033      912828M80       BID     T4033       MARKET      99-0          10000000                 0              NULL          FALSE
 4034      912828M80     OFFER     T4034       MARKET      99-0          10000000                 0              NULL          FALSE
 4035      912828M80       BID     T4035       MARKET      99-0          10000000                 0              NULL          FALSE
 4036      912828M80     OFFER     T4036       MARKET      99-0          10000000                 0              NULL          FALSE
 4037      912828M80       BID     T4037       MARKET      99-0          10000000                 0              NULL          FALSE
 4038      912828M80     OFFER     T4038       MARKET      99-0          10000000                 0              NULL          FALSE
 4039      912828M80       BID     T4039       MARKET      99-0          10000000                 0              NULL          FALSE
 4040      912828M80     OFFER     T4040       MARKET      99-0          10000000                 0              NULL          FALSE
 4041      912828M80       BID     T4041       MARKET      99-0          10000000                 0              NULL          FALSE
 4042      912828M80     OFFER     T4042       MARKET      99-0          10000000                 0              NULL          FALSE
 4043      912828M80       BID     T4043       MARKET      99-0          10000000                 0              NULL          FALSE
 4044      912828M80     OFFER     T4044       MARKET      99-0          10000000                 0              NULL          FALSE
 4045      912828M80       BID     T4045       MARKET      99-0          10000000                 0              NULL          FALSE
 4046      912828M80     OFFER     T4046       MARKET      99-0          10000000                 0              NULL          FALSE
 4047      912828M80       BID     T4047       MARKET      99-0          10000000                 0              NULL          FALSE
 4048      912828M80     OFFER     T4048       MARKET      99-0          10000000                 0              NULL          FALSE
 4049      912828M80       BID     T4049       MARKET      99-0          10000000                 0              NULL          FALSE
 4050      912828M80     OFFER     T4050       MARKET      99-0          10000000                 0              NULL          FALSE
 4051      912828M80       BID     T4051       MARKET      99-0          10000000                 0              NULL          FALSE
 4052      912828M80     OFFER     T4052       MARKET      99-0          10000000                 0              NULL          FALSE
 4053      912828M80       BID     T4053       MARKET      99-0          10000000                 0              NULL          FALSE
 4054      912828M80     OFFER     T4054       MARKET      99-0          10000000                 0              NULL          FALSE
 4055      912828M80       BID     T4055       MARKET      99-0          10000000                 0              NULL          FALSE
 4056      912828M80     OFFER     T4056       MARKET      99-0          10000000                 0              NULL          FALSE
 4057      912828M80       BID     T4057       MARKET      99-0          10000000                 0              NULL          FALSE
 4058      912828M80     OFFER     T4058       MARKET      99-0          10000000                 0              NULL          FALSE
 4059      912828M80       BID     T4059       MARKET      99-0          10000000                 0              NULL          FALSE
 4060      912828M80     OFFER     T4060       MARKET      99-0          10000000                 0              NULL          FALSE
 4061      912828M80       BID     T4061       MARKET      99-0          10000000                 0              NULL          FALSE
 4062      912828M80     OFFER     T4062       MARKET      99-0          10000000                 0              NULL          FALSE
 4063      912828M80       BID     T4063       MARKET      99-0          10000000                 0              NULL          FALSE
 4064      912828M80     OFFER     T4064       MARKET      99-0          10000000                 0              NULL          FALSE
 4065      912828M80       BID     T4065       MARKET      99-0          10000000                 0              NULL          FALSE
 4066      912828M80     OFFER     T4066       MARKET      99-0          10000000                 0              NULL          FALSE
 4067      912828M80       BID     T4067       MARKET      99-0          10000000                 0              NULL          FALSE
 4068      912828M80     OFFER     T4068       MARKET      99-0          10000000                 0              NULL          FALSE
 4069      912828M80       BID     T4069       MARKET      99-0          10000000                 0              NULL          FALSE
 4070      912828M80     OFFER     T4070       MARKET      99-0          10000000                 0              NULL          FALSE
 4071      912828M80       BID     T4071       MARKET      99-0          10000000                 0              NULL          FALSE
 4072      912828M80     OFFER     T4072       MARKET      99-0          10000000                 0              NULL          FALSE
 4073      912828M80       BID     T4073       MARKET      99-0          10000000                 0              NULL          FALSE
 4074      912828M80     OFFER     T4074       MARKET      99-0          10000000                 0              NULL          FALSE
 4075      912828M80       BID     T4075       MARKET      99-0          10000000                 0              NULL          FALSE
 4076      912828M80     OFFER     T4076       MARKET      99-0          10000000                 0              NULL          FALSE
 4077      912828M80       BID     T4077       MARKET      99-0          10000000                 0              NULL          FALSE
 4078      912828M80     OFFER     T4078       MARKET      99-0          10000000                 0              NULL          FALSE
 4079      912828M80       BID     T4079       MARKET      99-0          10000000                 0              NULL          FALSE
 4080      912828M80     OFFER     T4080       MARKET      99-0          10000000                 0              NULL          FALSE
 4081      912828M80       BID     T4081       MARKET      99-0          10000000                 0              NULL          FALSE
 4082      912828M80     OFFER     T4082       MARKET      99-0          10000000                 0              NULL          FALSE
 4083      912828M80       BID     T4083       MARKET      99-0          10000000                 0              NULL          FALSE
 4084      912828M80     OFFER     T4084       MARKET      99-0          10000000                 0              NULL          FALSE
 4085      912828M80       BID     T4085       MARKET      99-0          10000000                 0              NULL          FALSE
 4086      912828M80     OFFER     T4086       MARKET      99-0          10000000                 0              NULL          FALSE
 4087      912828M80       BID     T4087       MARKET      99-0          10000000                 0              NULL          FALSE
 4088      912828M80     OFFER     T4088       MARKET      99-0          10000000                 0              NULL          FALSE
 4089      912828M80       BID     T4089       MARKET      99-0          10000000                 0              NULL          FALSE
 4090      912828M80     OFFER     T4090       MARKET      99-0          10000000                 0              NULL          FALSE
 4091      912828M80       BID     T4091       MARKET      99-0          10000000                 0              NULL          FALSE
 4092      912828M80     OFFER     T4092       MARKET      99-0          10000000                 0              NULL          FALSE
 4093      912828M80       BID     T4093       MARKET      99-0          10000000                 0              NULL          FALSE
 4094      912828M80     OFFER     T4094       MARKET      99-0          10000000                 0              NULL          FALSE
 4095      912828M80       BID     T4095       MARKET      99-0          10000000                 0              NULL          FALSE
 4096      912828M80     OFFER     T4096       MARKET      99-0          10000000                 0              NULL          FALSE
 4097      912828M56       BID     T4097       MARKET      99-0          10000000                 0              NULL          FALSE
 4098      912828M56     OFFER     T4098       MARKET      99-0          10000000                 0              NULL          FALSE
 4099      912828M56       BID     T4099       MARKET      99-0          10000000                 0              NULL          FALSE
 4100      912828M56     OFFER     T4100       MARKET      99-0          10000000                 0              NULL          FALSE
 4101      912828M56       BID     T4101       MARKET      99-0          10000000                 0              NULL          FALSE
 4102      912828M56     OFFER     T4102       MARKET      99-0          10000000                 0              NULL          FALSE
 4103      912828M56       BID     T4103       MARKET      99-0          10000000                 0              NULL          FALSE
 4104      912828M56     OFFER     T4104       MARKET      99-0          10000000                 0              NULL          FALSE
 4105      912828M56       BID     T4105       MARKET      99-0          10000000                 0              NULL          FALSE
 4106      912828M56     OFFER     T4106       MARKET      99-0          10000000                 0              NULL          FALSE
 4107      912828M56       BID     T4107       MARKET      99-0          10000000                 0              NULL          FALSE
 4108      912828M56     OFFER     T4108       MARKET      99-0          10000000                 0              NULL          FALSE
 4109      912828M56       BID     T4109       MARKET      99-0          10000000                 0              NULL          FALSE
 4110      912828M56     OFFER     T4110       MARKET      99-0          10000000                 0              NULL          FALSE
